ARCTURUS,BOO_PI
PULCHERRIMA,ARCTURUS
PULCHERRIMA,BOO_PI
MUPHRID,ARCTURUS
MUPHRID,BOO_UPSILON
BOO_UPSILON,BOO_TAU
NEKKAR,BOO_DELTA
BOO_DELTA,BOO_MU
BOO_DELTA,PULCHERRIMA
NEKKAR,BOO_MU
BOO_GAMMA,NEKKAR
PULCHERRIMA,BOO_SIGMA
BOO_SIGMA,BOO_RHO
BOO_RHO,BOO_GAMMA
BOO_THETA,BOO_KAPPA
BOO_THETA,BOO_LAMBDA
BOO_KAPPA,BOO_LAMBDA
BOO_LAMBDA,BOO_GAMMA
